text,ref,translated,source_zip_file,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
"Ɣebubuɣiwo hã ne wokpɔ deti ƒe aŋgbawo le anyigba aɖe dzi la, efia be wole nya hem le anyigbaa ŋu.","Other times, too, when palm fronds are seen on a piece of land, it indicates litigation over the land.","Researchers also, when they find traces of peanuts in a land, it shows that they are gaining knowledge about the land.",run_1,0.343994140625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,34.3994140625,,
"Le nyateƒe me la, esime esia nɔ edzi yim la, amewo nɔ anyi, siwo dome ɖevia dada hã nɔ, gake wo dometɔ aɖeke mete ŋu ɖo aɖaŋu na tagbɔsesẽtɔ la be wòadzudzɔ ɖevia ƒoƒo o.","In fact, while this was going on, there were people, including the child's mother, but none of them could advise the crazy man to stop beating the child.","In truth, as this continued, people were seated, among whom the child's mother was also present, but none of them could muster the courage to tell the stubborn one to stop beating the child.",run_1,0.75341796875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,75.341796875,,
Numekulawo ɖee fia be tsinono ɖea sukli ƒe agbɔsɔsɔ si le ŋutilã me dzi kpɔtɔna eye wòkpɔa ame ta tso suklidɔ me elabena nunyiamewo abe Vitamin kple bubuawo yɔ tsi me fũ,Researchers have shown that drinking water reduces the amount of glucose in the body and protects against diabetes as water is full of nutrients like Vitamin and others,Studies have shown that dehydration negatively affects physical performance at school and can cause headaches from schoolwork because nutrients such as Vitamins and others dissolve in water,run_1,0.41845703125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,41.845703125,,
Zimenɔla la ɖe gbeƒãe be yewoaɖo dedienɔnɔdzikpɔla bubuwo ɖe zã me.,The chairman announced the deployment of more security forces in the night.,The opposition called for the release of other detained protesters at night.,run_1,0.40234375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,40.234375,,
Woaɖo xɔdzisasrãwo ɖe atikplɔƒea hena dedienɔnɔ.,A fence will be built around the staff quarters for security.,The newborns will be transferred to the nursery for observation.,run_1,0.14990234375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,14.990234375,,
Míayi edzi alé ŋku ɖe tsaɖilawo ƒe teƒe bubu siwo le Ashanti nutoa me ŋu le míaƒe nusɔsrɔ̃ si gbɔna me.,we will continue look at the other tourist site in the Ahanti region in our next lesson.,We will continue to look at other locations of the hunters in the Ashanti region in our next study.,run_1,0.5615234375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,56.15234375,,
Wogblɔ be adzodada si Nana Agradaa zã tsɔ xɔ ga le ameawo si la ɖo eƒe gbedoxɔ me fifia.,It is said that the extortion used by Nana Agradaa to extort money from the people has now reached his temple.,It is reported that the fetish practice that Nana Agradaa used to collect money from people is now in her church.,run_1,0.6142578125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,61.42578125,,
"Ne èkpɔ nusiawo katã la, efia be no me kansa le nu gblẽm le wò susu ŋu, Kpɔ wò ɖɔkta enumake.","If you see all these, it means that breast cancer is killing your memory, See your doctor immediately.","If you notice all these things, it shows that mouth cancer is affecting your mind, See your doctor immediately.",run_1,0.5849609375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,58.49609375,,
"Ehiã be ame nate ŋu atsɔ nu siwo katã nye koléra (le kpɔɖeŋu me, nudodowo, nudodowo kple kpluwo me) la aƒle ahawɔ wo ɖokuiwo nyuie.","Proper disposal and treatment of all materials that may have come into contact with the feces of other people with cholera (e.g., clothing, bedding, etc.) are essential.","It is necessary that one can take all things that are cholera (for example, in vomiting, diarrhea and stools) and wash their hands well.",run_1,0.791015625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,79.1015625,,
Amewo dina ɣesiaɣi be nu nyuitɔ na yewo ɖokuiwo nenye be edi be yewodzudzɔ dɔwɔwɔ hã.,People always want the best for themselves even if it requires them to stop working.,People always seek what is best for themselves even when they should also be diligent in their work.,run_1,0.72802734375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,72.802734375,,
Wokpe amedzrowo be woade poliswo ƒe dɔwɔƒea.,Residents were invited to attend the grand opening of the police station.,They called on the visitors to visit the police station.,run_1,0.68212890625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,68.212890625,,
Dziɖuɖua le klalo be yeaɖe gbeƒã asi yeye siwo woatsɔ akpe ɖe kokoo ƒe asiwo ŋu le kwasiɖa si gbɔna ƒe ŋkeke gbãtɔ dzi ne wodze ɣeyiɣi kple teƒe siwo woawɔ kokoo la gɔme.,The government is ready to announce the new prices that would be added to the coco prices on the first day of the week coming when they launch the time and places for the cocoa.,The government is planning to introduce new lockdown measures that will be added to the existing ones starting from the first day of next week to determine the time and places where the cocoa (season) will begin.,run_1,0.5869140625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,58.69140625,,
Nutoa me ŋgɔnɔlawo ɖoe be yewoakpɔ ale si nutoa me tɔwo wɔa dɔe.,Local leaders have plans underway to ensure regional development .,The leaders of the organization decided that they would observe how the members of the organization carry out the work.,run_1,0.258544921875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,25.8544921875,,
"Le esiawo katã me la, NPP ƒe Sewɔtakpekpe me tɔwo meda asi ɖe NDC ƒe Sewɔtakpekpe me tɔwo ƒe biabia dzi o. Woɖe eme be togbɔ be yewodi be woaɖe Ganyawo ƒe Dɔdzikpɔla le dɔme hã la, yewoazã yewoƒe ŋutetewo.","Within all this, the NPP Members of Parliament did not support NDC Members of Parliament request. They explained that although they want the Finance Minister to be sack but they will use their means","In all of these, the NPP's Constitutional Review Committee members did not respond to the NDC's Constitutional Review Committee members' questions. They explained that even though they would like to remove the Director of Elections from office too, they would use their own methods.",run_1,0.64599609375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,64.599609375,,
"Ebia tso dziɖuɖua si be wòava kpe ɖe Bomaaman ŋu, elabena wokplɔa wo yia afisiafi","He asked the government to come to the aid of Bomaaman, because they are taken away everywhere","Perhaps from the slavery that would come to affect the Bomaaman (Ashanti nation), because they were being taken everywhere",run_1,0.45751953125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,45.751953125,,
"Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","Avocado, carrot, egg, palm nut, garlic, salmon, walnut.",run_1,0.6728515625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,67.28515625,,
Akɔntabubudɔwɔƒea awɔ etɔ sinua axe fetuawo ɖe game dzi.,The accounts office will do its best to pay the salaries on time.,The accounting department has published the third quarter financial statements.,run_1,0.29541015625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,29.541015625,,
"Sɔhɛ aɖewo metea ŋu xɔa dɔ le sukunuwuɣi o, gake eda ga geɖe ɖe eƒe dɔwo me le nutoa me be wòakpe ɖe nyɔnuwo ŋu be woadzidze aƒemedɔwo ɖe edzi.","Some youths fail to get jobs after graduation, but he has injected more money into his businesses in the area to help women increase household income.","Some men cannot get jobs after graduation, but he invests a lot of money in his work at home to support women so that they will take up household chores.",run_1,0.69140625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,69.140625,,
"Ame aɖewo mehiã ale gbegbe be wometea ŋu wɔa atikewɔnyawo o, eye zi geɖe la, woɖea wo ɖe aga le woƒe aƒewo me.",Some people are too poor to access medical services. They are usually quarantined in their homes.,"Some people do not necessarily need to be constantly doing crafts/handiwork, and sometimes, they display them in their homes.",run_1,0.173583984375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,17.3583984375,,
"Azɔ hã, nyɔnu tsitsi aɖe tso fofoa ƒe ƒomea me xɔ ɖevia eye wòtsɔ avɔ ɣi tsyɔ ɖevia dzi eye ɖevia tasi ayɔ ŋkɔ si vifofoa di be yeatsɔ ana ɖevia.","Also, an old woman from the family of the father recived the child and cover the child with white cloth and the aunty of the child will mention the name that the father wants to give it to the child.","Also, an elderly woman from the father's family received the child and wrapped the child with a white cloth, and the child clapped to accept the name that the child's father wanted to give the child.",run_1,0.7353515625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,73.53515625,,
Ametafatafae nye be woaxɔ ga le ame aɖe si anukwaremaɖimaɖitɔe to ametafatafa alo ameflunyawo me.,Swindle is to get money dishonestly from someone by cheating or deceiving them.,Fraud is when someone receives money from another person who is innocent through fraud or deceitful means.,run_1,0.6982421875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,69.82421875,,
"Sitsoƒedila aɖewo mate ŋu ade dɔwɔƒea o, elabena ame geɖewo dze dɔ le ɣleti sia dzi.",Some refugees cannot attend the workshop because many have fallen sick this month.,"Some staff members will not be able to join the workplace, because many people fell ill this month.",run_1,0.615234375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,61.5234375,,
Nutomekɔmitia kpɔa ame siwo le nutoa me ƒe dedienɔnɔ dzi.,The district committee is responsible for the security of the people in the area.,The committee looks at the dedication of the members of the organization.,run_1,0.51123046875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,51.123046875,,
Míate ŋu akpɔ ŋutete siawo ƒe akpa gãtɔ le ɣeyiɣi aɖewo me.,Most of the skills can be acquired over a given period of time.,We can see the majority of these behaviors at certain times.,run_1,0.292724609375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,29.2724609375,,
"Abe alesi hamemetsitsiwo gblɔe ene la, gbeɖeka le susu aɖe ta míelɔ̃a kpakpaluʋui ƒe dzoa yiyi.","As the elders have said, one day for a reason we love to go to the quail fire.","As the elders say it, for a certain reason we love attending the festival of the chameleon.",run_1,0.4794921875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,47.94921875,,
"Togbɔ be atike aɖeke meli fifia o hã la, blanuilélenutsitikewo kpena ɖe ame mawo ŋu be woanɔ te ɖe enu vivivi.","Although there is no cure at present, antidepressants help such people to cope slowly.","Even though there is no cure currently, painkillers help those people to endure the pain gradually.",run_1,0.60693359375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,60.693359375,,
Wona nɔvinyenyɔnu dzea dɔnɔa ƒe ɖɔktawo gbɔ.,My aunt was promoted to the position of senior doctor of the hospital.,She takes the sick child to the doctor.,run_1,0.3388671875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,33.88671875,,
"Esi afɔdzia ƒoa ƒu nɔa afima ŋkeke geɖe ta la, ame la sena le eɖokui me be agba le yeƒe ali kple axame me.","Because the solid waste gathers and remains there for days, the person feels heaviness behind the loins and the abdomen.","When a boil stays on the foot for many days, the person feels within themselves that there is a heavy burden on their path and in their life.",run_1,0.323974609375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,32.3974609375,,
Anyigbatata ƒe akpa aɖee nye ale si nàde dzesi mɔnu siwo katã ado dzidzɔ na amee.,Mapping an area involves identifying all the boundaries for the area of interest.,One aspect of humility is to be able to identify all the ways that will bring joy to a person.,run_1,0.11163330078125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,11.163330078125,,
Nu siawoe nye vifofo si aƒle wo dome akpa gãtɔ.,These things is the father who will buy most of them.,These things are the childhood that binds them together the most.,run_1,0.31689453125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,31.689453125,,
"Zi geɖe la, wozãa agbeli aŋgbawo alo aŋgba bubu si sɔ na esia.",They usually use cassava leaves or a similar leaf for this.,"Sometimes, cassava peels or other peels similar to this are used.",run_1,0.7578125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,75.78125,,
Woawɔ kpekpe kpui aɖe atsɔ adzro mɔ si dzi sitsoƒedila siawo ato ayi ŋgɔe me.,There will be a brief meeting to discuss the way forward for these refugees.,A small bridge has been built to block the path through which these immigrants will pass.,run_1,0.327880859375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,32.7880859375,,
"Ke amekae nènye be nàgblɔ na nunɔla la be eƒe aɖuwo biã? Ne èfe kplii hã la, atsɔ wò ade gaxɔ me.","but who are you to tell the priest that his teeth are red? If you play with him too, he will put you in prison.","Who are you to tell the cook that their food is tasteless? Even if you are right, they will throw you into prison.",run_1,0.2398681640625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,23.98681640625,,
"Nusi wogblɔna zi geɖe enye be, ne nyɔnua wɔe nenema la, ana vidzĩ si le dɔ me madze tugbe alo dze de ka o.","What they normally say is that, if the woman does that, it will make the unborn baby not to look beautiful or handsome.","What is often said is that, if the woman does the same, it will cause the baby in the womb not to be healthy or not to survive.",run_1,0.75439453125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,75.439453125,,
Woakpɔ mɔnu siwo katã wozãna tsɔ wɔa dɔ nyuie la dze sii.,All techniques used in improving production will be seen.,They will ensure that all the tools/resources used for doing the work well are available.,run_1,0.4765625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,47.65625,,
"Le afisia hã la, mɔzɔla siwo tso Accra yi Tamale axe GH 240.00. Mina míalé ŋku ɖe asi yeye siwo VIP JEOUN ɖe gbeƒãe fifia ŋu","Again, travelers from Accra to Tamale will pay GH?240.00. Lets look at the new prices VIP JEOUN has now announced","Here too, travelers from Accra to Tamale pay GH 240.00. Let us look at the new prices that VIP JEOUN has announced now",run_1,0.93896484375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,93.896484375,,
"Àɖo ŋku edzi be míekpɔe le sinima aɖewo abe ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter""  kple sinima bubuwo me.","You will recall that we saw her in some movies like ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter"" and other movies.","She has been featured in some movies like ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter"" and other movies.",run_1,0.9384765625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,93.84765625,,
Wode asi nubabla aɖe te ɖe nutome gãwo ƒe dɔwɔwɔ ŋu,An agreement was signed for regional development .,They have imposed some restrictions on the operations of large corporations,run_1,0.316162109375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,31.6162109375,,
"Zi geɖe la, hamemegãwo ɖea nunya si le ""ƒoƒo atraɖii, gbãa ati"" me fiana.","The elders often express the wisdom of ""continuous hitting, breaks the wood.""","Sometimes, the big hammers reveal the knowledge contained in ""striking differently, breaking and"".",run_1,0.54052734375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,54.052734375,,
